Date,Industry_Vertical,Sub_Vertical,City,Invester_name,Investment_Type,Funding_Amount_in_cr,Startup_name
01-06-2015,Healthy Food Online Community,Undefined,New Delhi,Group of 15 Angel Investors,Seed Funding Round,2.8,
01-06-2015,Online Fashion Video Portal,Undefined,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,8,
01-06-2015,Probiotic Technology Products Manufacturer,Undefined,Chennai,Infuse Ventures,Private Equity,4.4,
01-06-2015,Architectural Design & Consulting,Undefined,Hyderabad,Srinivas Tirupati,Seed Funding Round,4,
02-06-2015,Big Data Management Platform,Undefined,Pune / US,Carrick Capital Partners,Private Equity,280,
02-06-2015,Preventive Healthcare Services,Undefined,Pune,Mumbai Angels & Other angel investors,Seed Funding Round,2.8,
03-06-2015,Real Estate Intelligence Platform,Undefined,Mumbai,DMG Information,Private Equity,24,
03-06-2015,Data Center Software platform,Undefined,Pune / US,Nexus Venture Partners,Private Equity,120,
03-06-2015,Online City & Lifestyle Guide,Undefined,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding Round,1.2,
03-06-2015,Bespoke Merchandize Marketplace,Undefined,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding Round,2,
04-06-2015,Hyperlocal Shopping App,Undefined,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,160,
05-06-2015,Renewable energy solutions,Undefined,Mumbai,Undefined,Seed Funding Round,4,
08-06-2015,Off-grid Solar Power,Undefined,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,320,
09-06-2015,Mobile Commerce Platform,Undefined,Gurgaon,Group of Angel Investors,Seed Funding Round,1.87,
09-06-2015,Digital Marketing Services,Undefined,Bangalore,KCL,Seed Funding Round,1.12,
11-06-2015,Mobile Compression Software,Undefined,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding Round,2.8,
12-06-2015,Global Healthcare products,Undefined,Ahmedabad,Sequoia Capital,Private Equity,128,
15-06-2015,Intra-City Logistics service,Undefined,Bangalore,i2india Pvt Ltd,Seed Funding Round,4,
16-06-2015,Online Coupon & comparison platform,Undefined,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding Round,4,
17-06-2015,Dental Clinic chain,Undefined,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,65.6,
18-06-2015,IT / Customer Engagement Consulting,Undefined,Mumbai,ASK Pravi,Private Equity,40,
19-06-2015,Financial Services Platform,Undefined,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,88,
20-06-2015,Social Network for Artists,Undefined,Bangalore,Group of Angel Investors from US/India,Seed Funding Round,0.96,
22-06-2015,Data Driven recruitment recommendation,Undefined,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,40,
22-06-2015,Video Advertisement Platform,Undefined,Bangalore,AngelPrime,Seed Funding Round,4,
23-06-2015,Mobile Chat based concierge service,Undefined,New Delhi,Sequoia Capital,Private Equity,12.8,
23-06-2015,Online education marketplace,Undefined,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,8,
24-06-2015,SaaS product intelligence platform,Undefined,Banglore,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,120,
24-06-2015,Logistics Tech,Undefined,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,44,
24-06-2015,App Analytics platform,Undefined,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding Round,4,
25-06-2015,Micro Finance Platform,Undefined,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,68.8,
25-06-2015,Freight logistics platform,Undefined,Bangalore,"Accel Partners, Flipkart",Private Equity,48,
26-06-2015,Hyperlocal Handyman Services,Undefined,Mumbai,Undisclosed investors,Seed Funding Round,2,
29-06-2015,Marketing / Advertising Automation platform,Undefined,Bangalore,Mape Advisory,Seed Funding Round,8,
30-06-2015,Flat rental Mobile App,Undefined,Bangalore,Commonfloor,Private Equity,20,
30-06-2015,Wealth Management Platform,Undefined,Mumbai,Sameer Koticha,Private Equity,12,
01-05-2015,Online Food Delivery,Undefined,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,800,
01-05-2015,Fund Raising Platform,Undefined,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding Round,0.8,
04-05-2015,Online Food Delivery,Undefined,Bangalore,SAIF Partners,Seed Funding Round,8,
05-05-2015,Affordable Education,Undefined,Hyderabad,Acumen Fund,Seed Funding Round,5.2,
05-05-2015,Career Development,Undefined,Hyderabad,Acumen Fund,Seed Funding Round,2,
05-05-2015,Banking Analytics Platform,Undefined,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,120,
08-05-2015,Online Product Comparison,Undefined,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding Round,8,
08-05-2015,Online Security Platform,Undefined,Pune,Exfinity Ventures,Private Equity,16,
08-05-2015,Online Medical Diagnostic,Undefined,New Delhi,Florida based Angel investor,Seed Funding Round,1.2,
12-05-2015,Cloud Data Integration Platform,Undefined,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,16,
12-05-2015,Online Education Platform,Undefined,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding Round,16,
14-05-2015,Lifestyle Ecommerce Portal,Undefined,Gurgaon,KJS Group,Private Equity,40,
14-05-2015,Online Fashion Aggregator,Undefined,Mumbai,Undisclosed Investors,Seed Funding Round,2,
15-05-2015,Online Job skills Showcase,Undefined,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding Round,2.16,
19-05-2015,Business Messaging App,Undefined,New Delhi,Sequoia Capital,Private Equity,128,
19-05-2015,Health Mobile App,Undefined,Bangalore,Subhash Goyal,Seed Funding Round,3.76,
19-05-2015,Online Ed-Tech Platform,Undefined,Noida,Peesh Venture Capital,Seed Funding Round,8,
19-05-2015,Hyperlocal Mobile Marketplace,Undefined,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,44,
19-05-2015,Trucking Logistic Operations,Undefined,Gurgaon,SAIF partners,Private Equity,80,
22-05-2015,Customer Engagement Platform,Undefined,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding Round,5,
22-05-2015,Online Table Reservation,Undefined,Bangalore,Sandiep Shrivatsava,Seed Funding Round,4,
25-05-2015,Parents focused Web Content,Undefined,Bangalore,i2india Ventures,Seed Funding Round,4,
26-05-2015,On-demand Service marketplace,Undefined,Bangalore,Nirvana Venture Advisors,Private Equity,16,
26-05-2015,Online Home D\\xc3\\xa9cor,Undefined,Hyderabad,Astarc Ventures,Private Equity,8,
27-05-2015,Affordable Hotel Booking Online,Undefined,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,40,
27-05-2015,Logistics Intelligence,Undefined,Goa,"Tim Chen, Sanjay Venkat",Seed Funding Round,1.44,
28-05-2015,Last Mile Logistics,Undefined,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding Round,1.92,
04-04-2015,Web Content Publishing,Undefined,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding Round,1.6,
04-04-2015,Location Based App,Undefined,Dallas / Hyderabad,Undefined,Seed Funding Round,8,
06-04-2015,Video Streaming,Undefined,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents",Seed Funding Round,0.96,
07-04-2015,Price Comparison,Undefined,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding Round,1.32,
07-04-2015,Travel Entertainment,Undefined,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding Round,17.6,
08-04-2015,E-commerce,Undefined,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,80,
08-04-2015,Cab Aggregator,Undefined,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,3200,
09-04-2015,Digital / Mobile Wallet,Undefined,Kolkata,Hyderabad based investor,Seed Funding Round,1.32,
13-04-2015,Online Grocer,Undefined,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,80,
13-04-2015,Ed-Tech,Undefined,New Delhi,Ajay Relan,Seed Funding Round,2.4,
13-04-2015,Online Hotel Booking,Undefined,Noida,Jungle Ventures,Seed Funding Round,8,
14-04-2015,Hyper-local Online Services,Undefined,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,40,
17-04-2015,Mobile App Development,Undefined,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,96,
20-04-2015,Material Collection & Recycling,Undefined,Vadodara,Agnus Capital,Private Equity,32,
20-04-2015,Online Pharmacy & Drug DB,Undefined,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,48,
20-04-2015,Online Classifieds & Listings,Undefined,Chennai,GIC ventures,Private Equity,224,
22-04-2015,Fashion E-Commerce,Undefined,Bangalore,Undisclosed Investor,Private Equity,28,
23-04-2015,Ethnic Product eCommerce,Undefined,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,144,
23-04-2015,Last Minute Travel Deals mobile marketplace,Undefined,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding Round,14.4,
27-04-2015,Restaurant Management Platform,Undefined,Pune,S S Mukherji & Others,Seed Funding Round,2.8,
27-04-2015,Interactive Educational Games,Undefined,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding Round,3.2,
28-04-2015,Grey collar Job Board,Undefined,Bangalore,SEEK Ltd & affiliates,Private Equity,80,
28-04-2015,Robotic Program learning,Undefined,Hyderabad,Cross Border Angels & others,Seed Funding Round,2,
28-04-2015,Tele-Shopping / eCommerce,Undefined,Mumbai,Mitsui & Co & existing investors,Private Equity,172,
29-04-2015,Used Gadgets Buy / Refurbishing,Undefined,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding Round,8,
29-04-2015,Financial Markets Software,Undefined,Bangalore,Rainmatter,Seed Funding Round,3.2,
29-04-2015,Hiring Analytics platform,Undefined,Chennai,The HR Fund,Seed Funding Round,4,
02-03-2015,Undefined,Undefined,Banglore,"Helion Venture Partners, Kae Capital",Private Equity,44,
03-03-2015,Undefined,Undefined,Banglore,"Maverick Capital, IDG Ventures India",Private Equity,120,
05-03-2015,Undefined,Undefined,Banglore,SAIF Partners,Seed Funding Round,8,
05-03-2015,Undefined,Undefined,Banglore,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,20,
06-03-2015,Undefined,Undefined,Banglore,Rajan Anandan & other angel investors,Private Equity,9.6,
09-03-2015,Undefined,Undefined,Banglore,Kalaari Capital,Private Equity,20,
09-03-2015,Undefined,Undefined,Banglore,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding Round,4,
11-03-2015,Undefined,Undefined,Banglore,Undisclosed Investors,Seed Funding Round,8,
11-03-2015,Undefined,Undefined,Banglore,Tarun Arora,Seed Funding Round,1.2,
11-03-2015,Undefined,Undefined,Banglore,Sequoia Capital,Private Equity,160,
12-03-2015,Undefined,Undefined,Banglore,"Tiger Global, Sequoia Capital",Private Equity,120,
13-03-2015,Undefined,Undefined,Banglore,"VentureEast,\\xc2\\xa0 Varaprasad Reddy",Private Equity,40,
14-03-2015,Undefined,Undefined,Banglore,"Kae Capital, GSF, Teruhide Sato",Seed Funding Round,4,
16-03-2015,Undefined,Undefined,Banglore,Ramesh kavediya,Seed Funding Round,1.33,
16-03-2015,Undefined,Undefined,Banglore,I-cube-N,Seed Funding Round,1.33,
18-03-2015,Undefined,Undefined,Banglore,Wipro,Private Equity,40,
18-03-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,1.6,
19-03-2015,Undefined,Undefined,Banglore,"CA Media LP,\\xc2\\xa0 Start Media",Seed Funding Round,22.4,
20-03-2015,Undefined,Undefined,Banglore,Wu Chay Chin,Seed Funding Round,24,
20-03-2015,Undefined,Undefined,Banglore,LetsVenture,Seed Funding Round,1.44,
20-03-2015,Undefined,Undefined,Banglore,Valiant Capital,Private Equity,120,
24-03-2015,Undefined,Undefined,Banglore,Sol Primero,Seed Funding Round,1.28,
25-03-2015,Undefined,Undefined,Banglore,"Accion Venture Labs, Rianta Capital",Private Equity,4,
25-03-2015,Undefined,Undefined,Banglore,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding Round,16,
26-03-2015,Undefined,Undefined,Banglore,"Tiger Global Management, Indian Quotient, Binny Bansal",Private Equity,40,
26-03-2015,Undefined,Undefined,Banglore,"Sequoia Capital, India Quotient",Seed Funding Round,14,
27-03-2015,Undefined,Undefined,Banglore,Solidarity Venture Capital & others,Seed Funding Round,0.8,
27-03-2015,Undefined,Undefined,Banglore,Pittie Group,Seed Funding Round,0.8,
28-03-2015,Undefined,Undefined,Banglore,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding Round,0.92,
28-03-2015,Undefined,Undefined,Banglore,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,240,
28-03-2015,Undefined,Undefined,Banglore,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",Private Equity,12,
30-03-2015,Undefined,Undefined,Banglore,Tano Capital,Private Equity,80,
30-03-2015,Undefined,Undefined,Banglore,TA Associates,Private Equity,600,
31-03-2015,Undefined,Undefined,Banglore,"Mayfield Ventures, Kalaari Capital",Private Equity,24,
31-03-2015,Undefined,Undefined,Banglore,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",Private Equity,128,
02-02-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,0.13,
02-02-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,0.13,
02-02-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,0.13,
02-02-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,0.13,
02-02-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,0.13,
02-02-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,0.13,
02-02-2015,Undefined,Undefined,Banglore,"Sol Primero, Rajiv Mehta",Seed Funding Round,2,
03-02-2015,Undefined,Undefined,Banglore,"India Quotient, Kae Capital",Seed Funding Round,4.14,
03-02-2015,Undefined,Undefined,Banglore,"Temasek, Norwest Venture Partners",Private Equity,480,
05-02-2015,Undefined,Undefined,Banglore,"Tiger Global, Times Internet, Zodius Capital",Private Equity,144,
05-02-2015,Undefined,Undefined,Banglore,"Anand Vijay, Shashank Mehrotra & Others",Seed Funding Round,0.8,
06-02-2015,Undefined,Undefined,Banglore,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,320,
09-02-2015,Undefined,Undefined,Banglore,IDG Ventures,Private Equity,24,
09-02-2015,Undefined,Undefined,Banglore,Lightbox Ventures,Private Equity,160,
11-02-2015,Undefined,Undefined,Banglore,AngelPrime,Seed Funding Round,24,
13-02-2015,Undefined,Undefined,Banglore,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",Seed Funding Round,8,
13-02-2015,Undefined,Undefined,Banglore,Ashok Goel (promoter),Private Equity,132,
16-02-2015,Undefined,Undefined,Banglore,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,33.2,
16-02-2015,Undefined,Undefined,Banglore,ah! Ventures,Private Equity,8,
18-02-2015,Undefined,Undefined,Banglore,Helion Venture Partners,Private Equity,40,
19-05-2015,Undefined,Undefined,Banglore,Cross Border Angels,Seed Funding Round,6.4,
20-02-2015,Undefined,Undefined,Banglore,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",Seed Funding Round,4,
21-02-2015,Undefined,Undefined,Banglore,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",Seed Funding Round,2.32,
23-02-2015,Undefined,Undefined,Banglore,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,8,
23-02-2015,Undefined,Undefined,Banglore,Undisclosed,Private Equity,80,
24-02-2015,Undefined,Undefined,Banglore,"Unitus Seed Fund\\nNarayan Ramachandran, Bijou Kurien",Seed Funding Round,4,
25-02-2015,Undefined,Undefined,Banglore,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",Seed Funding Round,2,
27-02-2015,Undefined,Undefined,Banglore,"IDG Ventures India, Jungle Ventures, India Quotient",Seed Funding Round,9.6,
02-01-2015,Undefined,Undefined,Banglore,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",Seed Funding Round,2.52,
05-01-2015,Undefined,Undefined,Banglore,TO THE NEW Ventures,Private Equity,80,
06-01-2015,Undefined,Undefined,Banglore,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",Seed Funding Round,2.28,
06-01-2015,Undefined,Undefined,Banglore,SRI Capital,Private Equity,80,
06-01-2015,Undefined,Undefined,Banglore,"Jungle Ventures, Redbright Partners, Blume Ventures",Private Equity,8,
06-01-2015,Undefined,Undefined,Banglore,Matrix Partners,Seed Funding Round,4.8,
07-01-2015,Undefined,Undefined,Banglore,Kickstarter,Crowd Funding,0.25,
07-01-2015,Undefined,Undefined,Banglore,Google Capital,Private Equity,40,
12-01-2015,Undefined,Undefined,Banglore,Undisclosed Investors,Seed Funding Round,2.32,
14-01-2015,Undefined,Undefined,Banglore,TA Associates,Private Equity,400,
19-01-2015,Undefined,Undefined,Banglore,Cogent E Services,Seed Funding Round,2.64,
19-01-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,1.6,
19-01-2015,Undefined,Undefined,Banglore,Hyderabad Angels (at Startup Heroes event),Seed Funding Round,0.13,
19-01-2015,Undefined,Undefined,Banglore,Hyderabad Angels (at Startup Heroes event),Seed Funding Round,0.13,
19-01-2015,Undefined,Undefined,Banglore,Hyderabad Angels (at Startup Heroes event),Seed Funding Round,0.13,
19-01-2015,Undefined,Undefined,Banglore,Hyderabad Angels (at Startup Heroes event),Seed Funding Round,0.13,
22-01-2015,Undefined,Undefined,Banglore,Group of Angel Investors,Seed Funding Round,1.6,
